Nombre,Género,Fecha_Nacimiento,Altura,Peso,Profesión,Ciudad,Estado_Civil,Salario,Nivel_Educación,Cantidad_Hijos,Hora_Entrada,Hora_Salida,Tipo_Contrato
Camila,M,1970-02-03,1.67,47.4,GIS Technical Architect,Villavicencio,Divorciado,4085268,Universitario,6,9:53 AM,7:59 PM,Término Fijo
Joaquín,M,1985-01-30,1.46,87.6,Quality Engineer,Itagüí,Soltero,3835586,Posgrado,7,8:55 AM,9:40 PM,Indefinido
Pedro,F,1951-11-27,1.82,68.0,Environmental Tech,Armenia,Casada,4926557,Universitario,1,9:57 AM,8:05 PM,Término Fijo
Juliana,F,1951-04-19,1.47,98.1,Media Manager III,Pasto,Soltero,4224802,Universitario,7,9:31 AM,10:26 PM,Indefinido
Camila,F,1982-11-16,1.67,55.2,Environmental Specialist,Neiva,Soltero,2097476,Universitario,2,9:23 AM,11:04 PM,Término Fijo
Pedro,F,1967-03-28,1.44,42.3,Pharmacist,Villavicencio,Soltero,2640610,Universitario,0,9:17 AM,8:51 PM,Término Fijo
Felipe,M,1972-01-02,1.84,88.7,Quality Control Specialist,Yopal,Divorciado,2010077,Técnico,1,7:32 AM,7:13 PM,Indefinido
Emanuel,M,1949-07-05,1.65,104.0,Business Systems Development Analyst,Riohacha,Casada,4103092,Técnico,7,6:25 AM,6:38 PM,Término Fijo
María,F,1999-07-14,1.82,82.6,Clinical Specialist,Soacha,Soltero,5049573,Bachillerato,3,7:52 AM,9:29 PM,Indefinido
Camila,M,1987-06-12,1.86,81.1,Software Consultant,Envigado,Casada,5535028,Técnico,6,5:30 AM,11:15 PM,Término Fijo
Pedro,M,1993-12-18,1.73,109.4,Associate Professor,Florencia,Soltero,3629470,Universitario,6,6:06 AM,8:11 PM,Término Fijo
Valentina,F,1973-12-31,1.59,73.2,Pharmacist,Dosquebradas,Soltero,1494205,Universitario,1,9:11 AM,10:24 PM,Término Fijo
María,F,1972-01-30,1.59,54.9,Staff Accountant IV,Buenaventura,Soltero,4005865,Bachillerato,7,5:22 AM,8:02 PM,Indefinido
Juliana,F,1967-05-14,1.79,31.2,Assistant Professor,Santa Marta,Soltero,5584903,Bachillerato,3,6:21 AM,8:23 PM,Indefinido
Valeria,F,1980-09-03,1.72,61.8,Pharmacist,Montería,Soltero,4157875,Técnico,5,7:58 AM,9:26 PM,Término Fijo
Sebastián,M,1958-07-18,1.41,105.1,Product Engineer,Medellín,Divorciado,3548129,Bachillerato,6,9:08 AM,7:58 PM,Indefinido
Diego,M,1972-11-14,1.86,78.4,Community Outreach Specialist,Cartago,Soltero,5226756,Posgrado,0,9:08 AM,7:21 PM,Término Fijo
Santiago,F,2000-11-11,1.53,71.5,Database Administrator IV,Chía,Casada,4366591,Universitario,7,5:11 AM,9:12 PM,Indefinido
Camila,M,1973-04-22,1.46,106.3,Automation Specialist III,Neiva,Soltero,3776883,Bachillerato,6,9:04 AM,7:02 PM,Indefinido
Camila,F,1998-07-24,1.88,50.1,Technical Writer,Sincelejo,Casada,1151405,Universitario,3,7:46 AM,11:34 PM,Término Fijo
María,F,1965-07-12,1.51,92.9,Engineer II,Cali,Divorciado,2366195,Técnico,2,7:55 AM,9:02 PM,Término Fijo
Mateo,M,1971-01-02,1.42,54.4,Marketing Manager,Neiva,Soltero,4186621,Posgrado,8,7:36 AM,9:40 PM,Indefinido
Valentina,F,1963-01-13,1.7,82.9,Chemical Engineer,Cúcuta,Soltero,2764970,Universitario,1,9:52 AM,6:59 PM,Indefinido
Victoria,M,1962-04-22,1.65,64.1,Staff Scientist,Chía,Soltero,4179150,Bachillerato,6,7:57 AM,7:28 PM,Término Fijo
Isabella,M,1991-07-16,1.43,35.3,Dental Hygienist,Sogamoso,Divorciado,3460723,Técnico,3,7:06 AM,9:02 PM,Indefinido
Gabriela,F,1971-09-02,1.53,80.4,Compensation Analyst,Dosquebradas,Casada,5621000,Bachillerato,2,6:52 AM,11:42 PM,Indefinido
Victoria,F,1955-06-19,1.42,38.8,Civil Engineer,Soledad,Casada,5894124,Universitario,4,8:58 AM,7:25 PM,Indefinido
Isabella,F,1983-08-25,1.84,47.6,Mechanical Systems Engineer,Villavicencio,Divorciado,2943514,Posgrado,2,8:30 AM,7:37 PM,Indefinido
Laura,M,1962-09-17,1.42,98.2,Environmental Specialist,Bucaramanga,Divorciado,1598921,Bachillerato,3,5:53 AM,10:17 PM,Término Fijo
Emanuel,M,1993-03-07,1.63,69.3,Design Engineer,Riohacha,Casada,1000054,Posgrado,7,8:02 AM,11:31 PM,Indefinido
Felipe,M,1983-05-08,1.53,37.2,Professor,Envigado,Casada,5177038,Universitario,1,5:01 AM,8:43 PM,Indefinido
Gabriel,M,1997-11-03,1.51,79.6,Project Manager,Itagüí,Divorciado,5254491,Universitario,0,8:17 AM,11:05 PM,Término Fijo
Matías,M,1987-03-08,1.46,86.3,Financial Analyst,Santa Marta,Divorciado,4530955,Bachillerato,0,8:54 AM,5:04 PM,Término Fijo
Laura,F,1974-02-27,1.52,94.7,Account Executive,Yopal,Divorciado,4240429,Posgrado,1,5:48 AM,8:03 PM,Indefinido
Sofia,M,1951-12-18,1.78,80.8,Speech Pathologist,Ocaña,Casada,4704450,Universitario,2,6:24 AM,8:56 PM,Término Fijo
Ana,M,1971-08-29,1.85,36.4,Chemical Engineer,Yopal,Soltero,2974907,Universitario,2,7:23 AM,8:38 PM,Término Fijo
Martina,M,1951-10-25,1.61,68.5,Community Outreach Specialist,Villavicencio,Soltero,2277765,Universitario,3,9:20 AM,11:52 PM,Indefinido
María,M,1987-10-09,1.84,28.0,Analog Circuit Design manager,Dosquebradas,Divorciado,2245792,Universitario,8,5:09 AM,7:31 PM,Término Fijo
Laura,M,1980-02-24,1.55,104.7,General Manager,Girardot,Divorciado,2182699,Técnico,5,9:24 AM,10:15 PM,Indefinido
Luis,M,1951-10-30,1.47,77.2,Analyst Programmer,Quibdó,Divorciado,3748192,Universitario,4,5:42 AM,8:27 PM,Término Fijo
Felipe,F,1982-08-23,1.74,38.4,Senior Sales Associate,Soledad,Soltero,1143496,Posgrado,4,7:27 AM,10:19 PM,Indefinido
Lucas,F,1969-06-01,1.64,45.9,Accounting Assistant III,Santa Marta,Soltero,1200403,Bachillerato,2,5:53 AM,6:17 PM,Término Fijo
Matías,F,1993-10-25,1.78,61.7,Account Coordinator,Montería,Soltero,4361311,Universitario,4,8:45 AM,9:43 PM,Término Fijo
Emanuel,F,1959-07-21,1.53,32.5,VP Quality Control,Barranquilla,Casada,1707174,Técnico,3,6:07 AM,5:44 PM,Término Fijo
Martina,F,1956-03-03,1.87,80.1,Geologist IV,Pasto,Casada,2346140,Universitario,7,8:21 AM,6:19 PM,Indefinido
Luis,M,1962-01-11,1.63,107.8,Pharmacist,Villavicencio,Divorciado,5511389,Técnico,8,9:55 AM,11:44 PM,Término Fijo
María,F,1975-08-28,1.43,91.3,Data Coordinator,Sogamoso,Casada,4355937,Técnico,1,5:31 AM,5:30 PM,Término Fijo
Sebastián,M,1996-08-02,1.85,79.8,Statistician IV,Magangué,Casada,3054061,Técnico,8,7:41 AM,9:02 PM,Indefinido
Victoria,M,1990-07-13,1.79,80.8,Research Associate,Floridablanca,Casada,4620431,Posgrado,6,6:22 AM,7:39 PM,Indefinido
Luis,M,1986-01-04,1.41,79.7,Nuclear Power Engineer,Santa Marta,Casada,2908454,Bachillerato,3,8:57 AM,8:40 PM,Indefinido
Pedro,F,1970-12-12,1.62,63.2,Legal Assistant,Girardot,Divorciado,2920960,Posgrado,8,6:47 AM,11:33 PM,Término Fijo
Valentina,F,1980-12-15,1.55,104.8,Programmer Analyst I,Cali,Casada,2808270,Universitario,0,7:23 AM,9:01 PM,Indefinido
Mariana,F,1960-08-10,1.58,109.8,Programmer Analyst II,Tunja,Divorciado,3616276,Posgrado,6,8:59 AM,8:02 PM,Término Fijo
Lucas,M,1970-03-19,1.89,48.2,Help Desk Operator,Riohacha,Casada,2228210,Universitario,5,6:55 AM,10:58 PM,Término Fijo
Laura,F,1984-05-27,1.49,78.7,Graphic Designer,Envigado,Casada,2755445,Universitario,8,6:30 AM,9:41 PM,Término Fijo
Pedro,M,1963-03-13,1.85,51.7,Compensation Analyst,Envigado,Soltero,3428893,Universitario,7,7:15 AM,6:04 PM,Término Fijo
Valentina,F,1948-12-05,1.73,81.6,Account Representative II,Floridablanca,Soltero,5152991,Posgrado,6,8:28 AM,5:22 PM,Indefinido
Bruno,M,2000-07-12,1.59,69.7,Programmer Analyst IV,Ocaña,Casada,3604030,Técnico,7,6:15 AM,11:37 PM,Término Fijo
Bruno,M,1979-05-27,1.79,81.5,Budget/Accounting Analyst I,Magangué,Divorciado,2046264,Universitario,2,9:14 AM,10:44 PM,Indefinido
Antonella,F,1971-09-09,1.64,43.0,Systems Administrator IV,Ocaña,Casada,3809983,Técnico,1,8:25 AM,9:14 PM,Término Fijo
María,M,1994-10-27,1.83,77.9,Research Nurse,Apartadó,Divorciado,2422480,Posgrado,6,9:23 AM,11:24 PM,Indefinido
Camila,M,1967-06-24,1.79,43.3,Environmental Tech,Riohacha,Divorciado,5481304,Universitario,1,8:39 AM,9:36 PM,Término Fijo
Gabriel,F,1974-06-08,1.52,110.0,Internal Auditor,Magangué,Divorciado,4287731,Universitario,8,9:47 AM,7:14 PM,Indefinido
Mariana,M,1971-06-26,1.43,101.8,Professor,Barranquilla,Soltero,5509844,Técnico,4,7:06 AM,6:27 PM,Término Fijo
Luis,F,1954-12-14,1.59,38.5,Sales Associate,Riohacha,Soltero,1936317,Posgrado,2,7:12 AM,11:48 PM,Término Fijo
Ana,F,1992-12-13,1.77,63.0,Analog Circuit Design manager,Pereira,Casada,5248798,Posgrado,7,8:43 AM,10:00 PM,Término Fijo
Martina,F,1953-01-28,1.89,104.0,Automation Specialist I,Zipaquirá,Divorciado,1485557,Universitario,8,9:23 AM,7:24 PM,Indefinido
Mariana,F,1982-09-14,1.88,40.4,Software Test Engineer II,Palmira,Casada,1751477,Bachillerato,3,9:51 AM,10:41 PM,Indefinido
Martina,F,1964-08-28,1.55,72.5,Media Manager III,Cartago,Divorciado,5728927,Bachillerato,5,8:34 AM,9:53 PM,Indefinido
Emanuel,M,1963-12-14,1.85,68.6,Occupational Therapist,Zipaquirá,Soltero,1199432,Posgrado,5,8:16 AM,7:18 PM,Término Fijo
Juliana,F,1986-02-25,1.46,107.8,Assistant Professor,Maicao,Soltero,1513654,Bachillerato,1,7:42 AM,11:46 PM,Indefinido
Gabriela,M,1994-11-09,1.84,71.7,Pharmacist,Ocaña,Divorciado,3963492,Posgrado,7,7:35 AM,6:51 PM,Término Fijo
Mariana,F,2000-10-12,1.71,42.9,Junior Executive,Valledupar,Divorciado,1804418,Bachillerato,1,9:37 AM,11:54 PM,Indefinido
Isabella,F,1993-04-22,1.8,49.0,Media Manager I,Manizales,Casada,3129455,Universitario,5,5:36 AM,6:33 PM,Indefinido
Valeria,F,1969-11-05,1.6,42.6,Technical Writer,Buenaventura,Divorciado,2506559,Bachillerato,2,9:28 AM,9:52 PM,Término Fijo
Diego,M,1957-04-05,1.4,29.9,Graphic Designer,Riohacha,Soltero,5763541,Posgrado,0,7:35 AM,10:22 PM,Indefinido
Antonella,M,1998-01-26,1.66,38.7,Budget/Accounting Analyst I,Montería,Divorciado,3555772,Técnico,1,5:26 AM,11:09 PM,Indefinido
Gabriel,M,1955-07-05,1.76,43.2,General Manager,Sincelejo,Casada,5346279,Universitario,0,5:14 AM,11:38 PM,Indefinido
María,M,1997-12-31,1.77,57.1,Associate Professor,Pasto,Casada,2238605,Bachillerato,5,5:26 AM,8:12 PM,Término Fijo
Sebastián,F,1953-05-25,1.83,40.5,Data Coordinator,Cartago,Soltero,2419975,Universitario,1,6:38 AM,8:14 PM,Indefinido
Valeria,F,1986-02-28,1.65,77.1,Marketing Assistant,Floridablanca,Soltero,1873038,Bachillerato,8,8:42 AM,6:22 PM,Indefinido
Felipe,F,1960-01-22,1.43,61.4,Senior Cost Accountant,Armenia,Divorciado,2442459,Bachillerato,6,8:46 AM,6:25 PM,Indefinido
Mateo,M,1977-08-04,1.59,61.1,Nuclear Power Engineer,Ocaña,Casada,5349901,Bachillerato,2,8:05 AM,7:29 PM,Indefinido
Lucas,F,1997-12-11,1.47,81.7,Chemical Engineer,Medellín,Divorciado,3402868,Posgrado,2,9:17 AM,9:46 PM,Término Fijo
Victoria,M,1957-11-08,1.7,49.4,Civil Engineer,Girón,Divorciado,1985071,Posgrado,6,9:13 AM,6:05 PM,Término Fijo
Gabriel,F,1998-11-27,1.54,86.1,Legal Assistant,Magangué,Casada,4479349,Bachillerato,7,7:49 AM,6:03 PM,Indefinido
Lucas,F,1990-05-20,1.62,60.6,Structural Engineer,Manizales,Soltero,1221964,Universitario,5,8:29 AM,8:28 PM,Indefinido
Gabriel,M,1989-04-01,1.87,62.5,Help Desk Technician,Bucaramanga,Divorciado,2459034,Posgrado,5,7:11 AM,6:49 PM,Indefinido
Emanuel,M,1981-05-03,1.84,75.5,Programmer II,Maicao,Casada,2821207,Bachillerato,3,9:16 AM,11:07 PM,Indefinido
Mateo,M,1956-08-05,1.73,25.8,Physical Therapy Assistant,Bogotá,Soltero,5981413,Técnico,1,8:44 AM,5:40 PM,Término Fijo
Bruno,F,1964-09-18,1.79,64.1,Dental Hygienist,Soledad,Divorciado,976465,Posgrado,3,7:54 AM,7:29 PM,Término Fijo
Juan,F,1993-12-01,1.57,66.5,Sales Associate,Manizales,Divorciado,3923297,Bachillerato,4,9:51 AM,7:52 PM,Indefinido
Diego,F,1951-05-07,1.89,71.5,Editor,Cartagena,Soltero,5539720,Universitario,1,5:54 AM,5:23 PM,Término Fijo
Thiago,F,1985-01-20,1.41,108.4,Graphic Designer,Arauca,Divorciado,956636,Técnico,2,8:22 AM,5:46 PM,Indefinido
Thiago,M,1985-03-09,1.82,61.6,Physical Therapy Assistant,Valledupar,Soltero,5943671,Técnico,2,5:58 AM,11:48 PM,Término Fijo
Thiago,M,2000-03-23,1.78,91.4,Professor,Zipaquirá,Soltero,5675388,Técnico,7,7:16 AM,10:29 PM,Término Fijo
Matías,M,1952-05-07,1.72,70.4,Budget/Accounting Analyst I,Envigado,Divorciado,1289070,Técnico,1,5:07 AM,10:16 PM,Término Fijo
Felipe,M,1963-01-11,1.79,48.4,Graphic Designer,Ocaña,Soltero,4874462,Posgrado,0,5:18 AM,5:15 PM,Término Fijo
Valentina,M,1957-07-22,1.51,78.5,Design Engineer,Girón,Casada,990158,Técnico,4,5:58 AM,8:21 PM,Indefinido
Camila,M,1998-03-24,1.7,35.1,Help Desk Technician,Neiva,Casada,5677866,Técnico,0,6:32 AM,6:21 PM,Término Fijo
Bruno,M,1948-09-02,1.58,49.0,Senior Sales Associate,Sogamoso,Soltero,1087262,Técnico,0,5:27 AM,11:28 PM,Indefinido
Camila,M,1991-06-25,1.46,40.0,Environmental Specialist,Barranquilla,Casada,4933810,Técnico,8,5:23 AM,7:11 PM,Indefinido
Isabella,F,1962-11-13,1.66,87.2,Desktop Support Technician,Ibagué,Soltero,3876970,Posgrado,4,7:00 AM,8:43 PM,Indefinido
María,M,1972-06-24,1.61,96.1,Chemical Engineer,Buenaventura,Soltero,4408373,Bachillerato,4,8:44 AM,8:46 PM,Término Fijo
Luis,M,1952-11-02,1.48,94.2,Accountant I,Ibagué,Soltero,1046451,Posgrado,1,9:27 AM,10:23 PM,Término Fijo
Santiago,M,1961-07-27,1.56,82.0,Graphic Designer,Villavicencio,Divorciado,5224736,Bachillerato,2,5:50 AM,9:58 PM,Indefinido
Juan,M,1980-03-24,1.49,93.2,Community Outreach Specialist,Manizales,Casada,2144452,Posgrado,2,7:47 AM,10:04 PM,Término Fijo
Joaquín,M,1982-12-30,1.78,75.1,Senior Financial Analyst,Valledupar,Divorciado,5244551,Bachillerato,3,7:02 AM,10:48 PM,Indefinido
Juan,F,1948-06-07,1.6,90.3,VP Product Management,Tumaco,Divorciado,3536129,Bachillerato,0,8:28 AM,10:50 PM,Término Fijo
Camila,M,1968-04-15,1.71,92.4,Senior Quality Engineer,Yopal,Casada,4534003,Técnico,0,7:38 AM,10:17 PM,Indefinido
Victoria,F,1949-05-21,1.78,93.7,Executive Secretary,Armenia,Casada,2220376,Posgrado,0,9:22 AM,6:30 PM,Indefinido
Matías,M,1952-04-15,1.83,49.9,Cost Accountant,Armenia,Divorciado,4079437,Universitario,8,7:29 AM,7:15 PM,Término Fijo
Sofia,F,1954-01-14,1.52,54.8,Account Representative IV,Chía,Divorciado,4691349,Universitario,5,9:58 AM,9:58 PM,Término Fijo
Juan,M,1997-12-09,1.44,70.5,Compensation Analyst,Bucaramanga,Soltero,2187541,Bachillerato,4,9:47 AM,10:43 PM,Indefinido
Juliana,F,1999-03-04,1.43,48.4,Analog Circuit Design manager,Palmira,Soltero,4036807,Bachillerato,5,8:20 AM,5:33 PM,Término Fijo
Pedro,M,1966-09-03,1.88,79.5,Biostatistician III,Pereira,Divorciado,2427915,Posgrado,6,7:35 AM,7:14 PM,Término Fijo
Juan,M,1974-03-21,1.88,86.7,Recruiting Manager,Yopal,Casada,2225655,Técnico,5,6:39 AM,11:53 PM,Término Fijo
Juan,M,1982-12-19,1.77,104.6,Research Assistant III,Popayán,Divorciado,5510956,Bachillerato,1,9:03 AM,6:31 PM,Término Fijo
Pedro,F,1998-05-20,1.44,92.8,Chemical Engineer,Barranquilla,Casada,1386068,Universitario,8,7:56 AM,8:14 PM,Término Fijo
Thiago,M,1990-02-22,1.63,29.2,Information Systems Manager,Bogotá,Casada,998319,Posgrado,2,7:41 AM,9:14 PM,Indefinido
Valeria,F,1992-01-22,1.41,51.9,Clinical Specialist,Maicao,Soltero,5590462,Técnico,2,7:45 AM,10:18 PM,Indefinido
Gabriela,M,1948-03-01,1.77,29.9,Environmental Specialist,Montería,Divorciado,1680468,Técnico,6,7:23 AM,5:46 PM,Indefinido
Laura,M,2000-09-05,1.57,76.5,Sales Associate,Bogotá,Soltero,5802501,Técnico,7,8:48 AM,11:56 PM,Indefinido
María,F,1994-08-10,1.45,104.6,VP Quality Control,Zipaquirá,Divorciado,3226536,Posgrado,4,9:21 AM,9:19 PM,Indefinido
Antonella,F,1974-02-08,1.89,107.8,Senior Cost Accountant,Armenia,Soltero,3184716,Técnico,6,5:05 AM,11:06 PM,Término Fijo
Juliana,F,1982-04-29,1.46,59.1,Paralegal,Fusagasugá,Divorciado,3581587,Universitario,1,6:41 AM,9:34 PM,Indefinido
Mariana,M,1960-07-01,1.76,110.2,Research Nurse,Armenia,Divorciado,3852222,Técnico,3,8:53 AM,8:54 PM,Indefinido
Thiago,F,1972-08-23,1.56,94.7,Actuary,Armenia,Divorciado,2966320,Universitario,2,8:00 AM,10:21 PM,Indefinido
Matías,F,1987-04-15,1.82,60.9,Editor,Florencia,Divorciado,3282382,Técnico,7,5:39 AM,6:56 PM,Indefinido
Matías,M,1989-01-04,1.64,107.6,Human Resources Manager,Itagüí,Casada,3646401,Técnico,0,5:55 AM,8:34 PM,Término Fijo
Juan,F,1993-06-22,1.53,70.6,Research Assistant IV,Sincelejo,Soltero,3187628,Bachillerato,2,9:13 AM,11:35 PM,Término Fijo
María,F,1998-10-13,1.84,76.5,Operator,Santa Marta,Divorciado,3502659,Bachillerato,0,8:59 AM,9:55 PM,Indefinido
Victoria,F,1988-04-04,1.64,66.7,Financial Analyst,Fusagasugá,Divorciado,2214447,Bachillerato,0,8:28 AM,6:17 PM,Término Fijo
María,F,1985-08-17,1.49,104.3,Marketing Assistant,Cali,Soltero,5896223,Universitario,7,6:20 AM,9:07 PM,Indefinido
Mateo,M,1997-08-27,1.68,69.9,Professor,Armenia,Casada,2309583,Bachillerato,5,8:59 AM,6:06 PM,Término Fijo
Antonella,F,1995-09-27,1.58,36.3,Director of Sales,Magangué,Divorciado,2537536,Bachillerato,7,5:13 AM,9:27 PM,Indefinido
Juliana,F,1952-10-11,1.86,93.4,Accountant IV,Valledupar,Divorciado,5077178,Posgrado,5,9:23 AM,5:24 PM,Término Fijo
María,M,1974-03-11,1.81,79.9,Occupational Therapist,Cartago,Casada,4978839,Universitario,8,8:39 AM,7:35 PM,Término Fijo
Gabriela,F,1980-06-21,1.58,71.0,Graphic Designer,Floridablanca,Divorciado,5102150,Universitario,1,5:41 AM,8:09 PM,Término Fijo
Lucas,M,1987-06-19,1.65,73.9,Structural Engineer,Fusagasugá,Casada,5883558,Bachillerato,0,8:03 AM,9:37 PM,Término Fijo
Luis,M,1951-03-26,1.48,107.0,Senior Cost Accountant,Bucaramanga,Divorciado,4953189,Técnico,1,8:29 AM,9:52 PM,Indefinido
Laura,M,1977-05-25,1.44,29.9,Pharmacist,Palmira,Casada,2734771,Bachillerato,2,8:29 AM,10:23 PM,Indefinido
Laura,F,1957-09-09,1.63,43.1,VP Product Management,Envigado,Soltero,1026401,Universitario,4,6:08 AM,7:38 PM,Término Fijo
Felipe,M,1998-10-26,1.76,25.7,Administrative Assistant II,Cartago,Soltero,1155786,Universitario,6,6:04 AM,5:50 PM,Término Fijo
Felipe,F,1970-09-24,1.9,58.6,Chief Design Engineer,Pereira,Casada,3322521,Universitario,6,7:06 AM,11:19 PM,Indefinido
Felipe,F,1987-01-22,1.49,100.4,Actuary,Itagüí,Casada,4821879,Bachillerato,7,6:31 AM,5:12 PM,Indefinido
Bruno,M,1959-11-16,1.85,66.3,Environmental Specialist,Arauca,Divorciado,3131220,Bachillerato,5,5:45 AM,11:53 PM,Término Fijo
Mariana,M,1967-04-22,1.57,77.0,Budget/Accounting Analyst IV,Santa Marta,Divorciado,2094817,Técnico,0,7:20 AM,9:56 PM,Término Fijo
Gabriel,M,1975-07-02,1.7,89.9,Biostatistician IV,Floridablanca,Divorciado,5045094,Bachillerato,0,5:38 AM,7:13 PM,Indefinido
Mariana,F,1990-06-30,1.87,51.4,Associate Professor,Ibagué,Soltero,2576678,Técnico,6,5:48 AM,10:29 PM,Término Fijo
María,F,1973-04-22,1.4,90.4,Health Coach III,Santa Marta,Soltero,3614622,Técnico,8,5:04 AM,11:00 PM,Indefinido
Mariana,M,1963-07-11,1.76,52.0,Teacher,Armenia,Casada,1923909,Posgrado,8,8:12 AM,7:08 PM,Término Fijo
Victoria,F,1973-11-22,1.52,25.9,Technical Writer,Envigado,Soltero,1993654,Posgrado,1,8:52 AM,8:14 PM,Indefinido
Joaquín,M,1950-10-03,1.78,83.5,Data Coordinator,Manizales,Casada,3747774,Bachillerato,7,5:11 AM,11:58 PM,Indefinido
Emanuel,M,1963-10-31,1.59,63.9,Health Coach I,Floridablanca,Casada,4394906,Técnico,8,8:22 AM,7:45 PM,Indefinido
Gabriela,F,1990-02-13,1.58,65.5,Data Coordinator,Yopal,Casada,5883767,Bachillerato,5,9:44 AM,11:54 PM,Término Fijo
Pedro,M,1961-12-07,1.73,52.4,Social Worker,Magangué,Soltero,5472371,Posgrado,1,8:20 AM,8:36 PM,Indefinido
Pedro,M,1975-06-23,1.43,38.9,Compensation Analyst,Soledad,Divorciado,5927624,Técnico,4,6:33 AM,6:04 PM,Término Fijo
María,F,1951-06-22,1.71,91.7,Information Systems Manager,Girardot,Casada,2353904,Técnico,5,7:34 AM,8:48 PM,Término Fijo
Juliana,F,1958-01-22,1.82,39.0,Software Test Engineer I,Ocaña,Casada,3631975,Técnico,4,9:43 AM,9:25 PM,Término Fijo
Matías,M,1965-05-26,1.54,60.0,Teacher,Riohacha,Casada,3864010,Universitario,7,6:00 AM,7:31 PM,Indefinido
Victoria,F,1995-05-10,1.89,108.9,Health Coach III,Soacha,Soltero,2507196,Posgrado,6,8:12 AM,9:17 PM,Término Fijo
Sofia,M,1991-10-23,1.54,92.0,Financial Advisor,Cúcuta,Casada,3089303,Técnico,0,9:26 AM,7:41 PM,Término Fijo
Antonella,F,1969-10-19,1.69,60.3,Administrative Officer,Zipaquirá,Divorciado,1757140,Bachillerato,6,6:32 AM,5:46 PM,Término Fijo
Juan,M,1974-10-24,1.51,75.5,Account Executive,Ocaña,Divorciado,5253900,Posgrado,8,7:17 AM,5:29 PM,Indefinido
Sofia,M,1973-01-31,1.46,106.9,Structural Analysis Engineer,Girardot,Divorciado,5332323,Posgrado,5,8:27 AM,7:33 PM,Indefinido
Juliana,M,1967-11-06,1.79,67.3,Senior Financial Analyst,Palmira,Divorciado,4682112,Universitario,4,9:14 AM,11:27 PM,Indefinido
Antonella,F,1963-04-10,1.7,101.2,General Manager,Soacha,Divorciado,5872454,Posgrado,8,5:38 AM,9:39 PM,Indefinido
Lucas,F,1951-06-02,1.71,65.5,Structural Engineer,Facatativá,Divorciado,5744472,Bachillerato,5,5:35 AM,8:21 PM,Indefinido
Joaquín,M,1961-12-06,1.9,79.3,Recruiting Manager,Floridablanca,Soltero,977139,Posgrado,8,5:53 AM,7:10 PM,Término Fijo
Thiago,M,1967-02-26,1.45,43.0,Statistician IV,Ibagué,Divorciado,5684905,Bachillerato,0,5:50 AM,7:17 PM,Indefinido
Gabriel,M,1995-06-27,1.49,26.9,Business Systems Development Analyst,Girón,Casada,3343717,Técnico,4,5:18 AM,11:28 PM,Término Fijo
Lucas,M,1982-01-21,1.6,84.8,Account Executive,Valledupar,Casada,5762310,Universitario,0,7:11 AM,5:40 PM,Indefinido
Bruno,F,1978-08-13,1.6,57.4,Operator,Palmira,Soltero,3771219,Posgrado,4,8:22 AM,7:50 PM,Término Fijo
Santiago,F,1961-06-02,1.43,26.3,Sales Associate,Cartagena,Divorciado,4805830,Posgrado,5,7:56 AM,6:32 PM,Indefinido
Felipe,M,1984-04-02,1.48,86.6,Analyst Programmer,Palmira,Casada,4096867,Posgrado,3,9:04 AM,5:53 PM,Indefinido
Gabriela,F,1956-11-25,1.7,27.0,Assistant Manager,Neiva,Casada,5666071,Técnico,5,5:07 AM,6:45 PM,Término Fijo
Valeria,F,1980-06-28,1.56,108.1,Senior Quality Engineer,Palmira,Soltero,1459742,Posgrado,6,9:50 AM,5:52 PM,Término Fijo
Camila,M,2000-11-15,1.57,33.9,Compensation Analyst,Riohacha,Casada,3097071,Universitario,1,5:32 AM,11:50 PM,Término Fijo
Sebastián,F,1963-07-04,1.5,99.1,Staff Accountant III,Girardot,Soltero,4641920,Técnico,3,6:31 AM,9:58 PM,Término Fijo
Diego,F,1991-07-30,1.78,59.3,Assistant Professor,Fusagasugá,Divorciado,2291082,Técnico,3,7:09 AM,9:51 PM,Indefinido
Martina,F,1951-05-15,1.72,89.9,Payment Adjustment Coordinator,Popayán,Soltero,5881575,Universitario,3,7:37 AM,9:16 PM,Término Fijo
Diego,F,1963-09-09,1.82,81.8,Help Desk Technician,Montería,Divorciado,2799933,Posgrado,5,5:41 AM,6:30 PM,Indefinido
Luis,F,1950-03-28,1.46,36.1,Senior Sales Associate,Soledad,Casada,2606560,Posgrado,4,9:37 AM,11:23 PM,Término Fijo
Juan,F,1958-06-26,1.55,108.8,Research Associate,Valledupar,Casada,2066017,Bachillerato,1,6:52 AM,7:47 PM,Indefinido
Valeria,F,1960-03-18,1.62,69.7,Human Resources Manager,Zipaquirá,Divorciado,1610721,Técnico,4,5:04 AM,6:51 PM,Indefinido
Matías,F,1983-04-27,1.59,69.0,Clinical Specialist,Cali,Divorciado,5678608,Posgrado,3,7:58 AM,6:24 PM,Término Fijo
María,F,1987-09-18,1.87,102.7,Senior Editor,Zipaquirá,Soltero,2365363,Bachillerato,3,9:50 AM,6:09 PM,Término Fijo
Juliana,F,1966-11-21,1.77,28.4,Actuary,Barrancabermeja,Divorciado,2251312,Bachillerato,3,7:00 AM,6:02 PM,Término Fijo
Valentina,F,1965-09-07,1.7,76.7,Environmental Tech,Ocaña,Divorciado,2086601,Técnico,1,5:49 AM,6:34 PM,Indefinido
